Folder,Keyword,File Name,DOJ Page,context
DS-10,Romania,EFTA01369971.pdf,8,Islands Channel Islands France Hungary Indonesia Ireland Israel Italy Japan Malaysia Mauritius Mexico Netherlands New Zealand Philippines Poland Portugal Romania
DS-9,Romania,EFTA00552895.pdf,8,My return flight back to Romania is for next Tuesday and I have to reschedule accordingly. Appreciate your help. Michael EFTA00552895
DS-9,Romania,EFTA00881495.pdf,8,"Organic Chemistry Center ""Constantin Nenitescu"" from Romanian Academy, Bucharest, Romania EFTA00881495 Dr. lulian Rusu Professor at Technical University...lasi, Faculty of Industrial Chemistry Stefan Trausan-Matu, Professor, ""Politehnica"" University of Bucharest, Computer Science Department, Bucharest, Romania...; and Principal researcher, Romanian Academy Research Institute for Artificial Intelligence, Bucharest, Romania Chuck suggested Tegmark at MIT, and I think"
DS-9,Romania,EFTA00743327.pdf,8,"From: To: Jeffery Edwards Subject: hi Date: Thu, 01 Jul 2010 12:37:13 +0000 I'll go for few days to Romania to bring everything"
DS-9,Romania,EFTA00859232.pdf,8,"the living room in paris and do some work in santa fe. i cannot go santa fe because i still dont have us visa, but for france i dont need visa because romania"
DS-9,Romania,EFTA00337206.pdf,9,"i hope everything is fine i am still in romania but can you please let jeffrey know that i would be able to come new york (or paris) after the end of this...sorry i am not in ny, i am still in romania."
DS-11,Romania,EFTA02524563.pdf,9,"Organic Chemistry Center ""Constantin Nenitescu"" from Romanian Academy, Bucharest, Romania * Dr. lulian Rusu Professor at Technical University lasi, Faculty...of Industrial Chemistr= * Stefan Trausan-Matu, Professor, ""Politehnica"" University of Bucharest, Computer Science Department, Bucharest, Romania; and...Principal researcher, Romanian Aca=emy Research Institute for Artificial Intelligence, Bucharest, Romania Chuck suggested Tegmark at MIT, and I think that"
DS-10,Romania,EFTA01828691.pdf,9,"Organic Chemistry Center ""Constantin Nenitescu"" from Romanian Academy, Bucharest, Romania [popescu ioana carmen@yahoo.com] Dr. lulian Rusu [rusu iulian...lasi, Faculty of Industrial Chemistry Stefan Trausan-Matu, Professor, ""Politehnica"" University of Bucharest, Computer Science Department, Bucharest, Romania...; and Principal researcher, Romanian Academy Research Institute for Artificial Intelligence, Bucharest, Romania [trausan@cs.pub.ro http://www.racai.ro/"
DS-11,Romania,EFTA02503225.pdf,9,"the living room in paris and do s=me work in santa fe. i cannot go santa fe because i still dont have us =isa, but for france i dont need visa because romania"
DS-11,Romania,EFTA02433809.pdf,9,"Jeffrey requested I get the name of the University in Romania that you ""got the people from"" Can you please let me know!"
DS-10,Romania,EFTA01587876.pdf,9,"Banca Transilvania Ghica Voda Street, No. 3A Iasi, Romania IBAN #: SWIFT #: For the account of: Please call Rich Kahn with the Fed Reference number at"
DS-11,Romania,EFTA02457658.pdf,9,"From: ion nicol Sent: Monday, July 11, 2016 2:28 PM To: jeevacation@gmail.com Subject: projects hi jeffrey, ..i am still in romania trying to do paintings"
DS-10,Romania,EFTA01356572.pdf,9,"Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania"
DS-10,Romania,EFTA02069872.pdf,10,"i hope everything is fine > i am still in romania but can you please let jeffrey know that i would be able to come new york (or paris) after the end of...>> sorry i am not in ny, i am still in romania."
DS-9,Romania,EFTA00542780.pdf,10,Ion can start painting on Monday and Michael is flying back from Romania on Tuesday and can start working on Wednesday. EFTA00542780
DS-10,Romania,EFTA02143188.pdf,10,"I hope it does...thanks On Apr 1, 2013, at 3:57 PM, ion nicola wrote: hi i'm sorry, i am not in new york. i am in romania. i left two weeks ago.. i told...told jeffrey.. i left because like a month ago a went skiing and i fell.. and i hurt my right shoulder and after that i couldnt use my hand, so i went romania"
DS-9,Romania,EFTA00361529.pdf,10,"a ticket for you Sent from my iPhone On Oct 2, 2014, at 1:18 PM, ion nicola wrote: hello yes, that's good. the airport i will fly out is in bucharest(romania...i would like to ask you something: after i finish the job in paris would you get a ticket for me from paris to new york so i don't have to go back in romania"
DS-9,Romania,EFTA00392979.pdf,10,"I hope it does thanks On Apr 1, 2013, at 3:57 PM, ion nicola wrote: hi lesley, i'm sorry, i am not in new york. i am in romania. i left two weeks ago.....told jeffrey.. i left because like a month ago a went skiing and i fell.. and i hurt my right shoulder and after that i couldnt use my hand, so i went romania"
DS-11,Romania,EFTA02407675.pdf,10,"gmail.com] From: Sent: Wed 8/11/2010 10:25:16 AM Subject: RE: hi jeffrey, sorry i couldnt meet you last week, i just saw e-mail about meeting. i'm still in romania...access. anyway, i wanted to ask you a favor if you dont mind and if you are not in a rush with doing some rooms i need to stay somehow a little longer in romania"
DS-10,Romania,EFTA01744084.pdf,11,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-10,Romania,EFTA02069171.pdf,11,"i hope everything is fine > i am still in romania but can you please let jeffrey know that i would be able to come new york (or paris) after the end of.....stay in touch please... > > Thanks and take care, > > On Sep 24, 2015, at 3:53 PM, ion nicola wrote: > >> hi >> sorry i am not in ny, i am still in romania"
DS-9,Romania,EFTA00647913.pdf,11,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00337242.pdf,11,"i hope everything is fine > i am still in romania but can you please let jeffrey know that i would be able to come new york (or paris) after the end of...>> sorry i am not in ny, i am still in romania."
DS-10,Romania,EFTA01829936.pdf,11,To: From: Jeffrey Epstein Sent: Fri 7/17/2009 11:04:58 PM Subject: Re: are you in romania? when did you go?
DS-9,Romania,EFTA00882288.pdf,11,"From: Jeffrey Epstein To: Subject: Re: Date: Fri, 17 Jul 2009 23:04:58 +0000 are you in romania? when did you go?"
DS-10,Romania,EFTA01872231.pdf,11,"I'm going to Romania next Friday, I already booked the flight. haven't been there since last summer and wanna spend Easter with family as I stayed in Ldn"
DS-9,Romania,EFTA00685925.pdf,11,"Epstein Subject: RE: Date: Mon, 16 Feb 2015 20:42:00 +0000 Importance: Normal hi jeffrey, i want to ask you something.. ..i am in romania"
DS-9,Romania,EFTA00668516.pdf,11,"Epstein Subject: RE: Date: Tue, 17 Jan 2012 14:58:10 +0000 Importance Normal : hi jeffrey, sorry i have to stay a little longer in romania"
DS-10,Romania,EFTA01844180.pdf,11,"Jeffrey Epstein[jeevacation@gmail.com] From: ion nicola Sent: Tue 1/17/2012 2:58:10 PM Subject: RE: hi jeffrey, sorry i have to stay a little longer in romania"
DS-10,Romania,EFTA01990947.pdf,12,"Jeffrey Epsteinjeevacation@gmail.com] From: ion nicola Sent: Tue 1/17/2012 2:58:10 PM Subject: RE: hi jeffrey, sorry i have to stay a little longer in romania"
DS-9,Romania,EFTA00858894.pdf,12,"paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00932802.pdf,12,"I'm going to Romania next Friday,I already booked the flight. haven't been there since last summer and wanna spend Easter with family as I stayed in Ldn"
DS-9,Romania,EFTA00368563.pdf,12,"message: From: Simon Levin Subject: Re: Jeffrey Epstein Date: June 2, 2014 3:45:41 PM EDT To: Lesley Groff Thank him for me We are off to Venice and Romania"
DS-11,Romania,EFTA02381818.pdf,12,. =3B ..i am in romania now.
DS-10,Romania,EFTA02196072.pdf,12,"Epstein hi , sorry for bothering. i just ask jeffrey to leave st thomas tomorrow instead of monday and stay one night in ny, and then continue my trip to romania"
DS-10,Romania,EFTA02013315.pdf,12,would like to take a brake after i finish the painting in flag pool cabana. i want to stay in new york a few days (..girlfriend) and then i need to go romania
DS-9,Romania,EFTA00694284.pdf,12,"schedules Date: Wed, 07 May 2014 10:14:49 +0000 From: Date: Wed, 7 May 2014 12:59:22 +0300 To: Richard Kahn Subject: Re: schedules hi rich, michael is romania"
DS-10,Romania,EFTA01951496.pdf,12,"To: Jeffrey Epstein[jeevacation@gmail.com] From: ion nicola Sent: Tue 10/8/2013 4:30:52 PM Subject: RE: hi jeffrey, ..i just got back from romania. if...2013 at 2:33 PM, ion nicola wrote: hi jeffrey, i was thinking that you might want me to start projects again. i hope you don't mind but i am still in romania"
DS-10,Romania,EFTA02141944.pdf,13,"I hope it does...thanks On Apr 1, 2013, at 3:57 PM, ion nicola wrote: hi i'm sorry, i am not in new york. i am in romania. i left two weeks ago.. i told...told jeffrey.. i left because like a month ago a went skiing and i fell.. and i hurt my right shoulder and after that i couldnt use my hand, so i went romania"
DS-9,Romania,EFTA00663711.pdf,13,"I'll run in Romania :)) :)) :)) Sent via BlackBerry from T-Mobile From: Jeffrey Epstein Date: Thu, 30 Apr 2009 18:06:52 -0400 To: Subject: Re: I am confused...:( Is too expensive here so I'de better have them done in Romania coz is much cheaper!"
DS-9,Romania,EFTA00972873.pdf,13,"To: Jeffrey Epstein Subject: RE: Date: Tue, 08 Oct 2013 16:30:52 +0000 Importance: Normal hi jeffrey, ..i just got back from romania...2013 at 2:33 PM, ion nicola wrote: hi jeffrey, i was thinking that you might want me to start projects again. i hope you don't mind but i am still in romania"
DS-9,Romania,EFTA00707025.pdf,13,"message: From: Simon Levin Subject: Re: Jeffrey Epstein Date: June 2, 2014 3:45:41 PM EDT To: Lesley Groff Thank him for me We are off to Venice and Romania"
DS-9,Romania,EFTA01157239.pdf,13,"Professional Preparation: University of Bucharest, Romania. Physics 1969. University of Bucharest, Romania. Physics 1978....Research Fellow 1979-81 Eng., Bucharest, Romania JINR-Dubna, Research 1978-79 USSR Fellow Graduate Institute of Physics and Nucl....Fellow 1972-77 Bucharest, Romania Jun. Res. Fellow 1969-72 c. Publications 5 publications relevant to proposed research: L. Mezincescu, A. J."
DS-11,Romania,EFTA02298610.pdf,13,"I =now michael will be going back to Romania soon for xmas.. would be nice =0 get that done before he goes also, is anything happening with your floors"
DS-11,Romania,EFTA02373071.pdf,13,"He is asking if we can purc=ase a ticket back to NY vs back to Romania on 16th Sent from my iPhone=?xml version=.0"" encoding=TF-8""?>"
DS-10,Romania,EFTA01922946.pdf,13,"message: From: Simon Levin Subject: Re: Jeffrey Epstein Date: June 2, 2014 3:45:41 PM EDT To: Lesley Groff Thank him for me We are off to Venice and Romania"
DS-9,Romania,EFTA00339088.pdf,13,"sorry i am not in ny, i am still in romania."
DS-10,Romania,EFTA01370808.pdf,13,Islands Channel Islands France Hungary Indonesia Ireland Israel Italy Japan Malaysia Mauritius Mexico Netherlands New Zealand Philippines Poland Portugal Romania
DS-10,Romania,EFTA01928349.pdf,14,"10:14:49 AM Subject: FW: schedules From: ion nicola Date: Wed, 7 May 2014 12:59:22 +0300 To: Richard Kahn Subject: Re: schedules hi rich, michael is romania"
DS-10,Romania,EFTA02071804.pdf,14,"To: From: ion nicola Sent: Thur 9/24/2015 7:53:08 PM Subject: Re: Jeffrey Epstein hi sorry 1 am not in ny, i am still in romania."
